,# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,References
Kepler-100,Kepler-100 b,Confirmed,0.023,0.01,0.01,0.0231,0.01,0.01,0.118,0.004,0.004,6.88705,,,,,,0.13,0.13,0.27,,,,,2014,05/02/2021,,,,,,,2454966.178,,,,,,,,,,,,0.54,0.02,0.02,,,,1.9,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19253263+4159249 b, K00041.02, KIC 6521045 b, KOI-41 b, KOI-41.02, WISE J192532.66+415924.6  b",,Kepler-100,291.385979,41.990273,,,10.081,9.804,,307.34,1.77,1.77,0.02,0.1,0.1,1.08,0.06,0.06,1.49,0.04,0.04,,6.46,0.56,0.46,5825,75,75,,,"KOI-41, 2MASS J19253263+4159249, KIC 6521045, WISE J192532.66+415924.6",
Kepler-100,Kepler-100 c,Confirmed,0.02218,,,0.0027,0.013,0.013,0.196,0.004,0.004,12.8159,,,,,,0.02,0.01,0.15,,,,,2014,05/02/2021,,,,,,,2454955.947,,,,,,,,,,,,0.05,0.04,0.04,,,,0.18,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19253263+4159249 c, K00041.01, KIC 6521045 c, KOI-41 c, KOI-41.01, WISE J192532.66+415924.6  c",,Kepler-100,291.385979,41.990273,,,10.081,9.804,,307.34,1.77,1.77,0.02,0.1,0.1,1.08,0.06,0.06,1.49,0.04,0.04,,6.46,0.56,0.46,5825,75,75,,,"KOI-41, 2MASS J19253263+4159249, KIC 6521045, WISE J192532.66+415924.6",
Kepler-100,Kepler-100 d,Confirmed,0.00944,,,0.0094,0.0094,0,0.144,0.004,0.004,35.3331,,,,,,0.38,0.16,0.12,,,,,2014,05/02/2021,,,,,,,2454986.98,,,,,,,,,,,,0.75,0.01,0.01,,,,-0.79,1,1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J19253263+4159249 d, K00041.03, KIC 6521045 d, KOI-41 d, KOI-41.03, WISE J192532.66+415924.6  d",,Kepler-100,291.385979,41.990273,,,10.081,9.804,,307.34,1.77,1.77,0.02,0.1,0.1,1.08,0.06,0.06,1.49,0.04,0.04,,6.46,0.56,0.46,5825,75,75,,,"KOI-41, 2MASS J19253263+4159249, KIC 6521045, WISE J192532.66+415924.6",
Kepler-102,Kepler-102 b,Confirmed,0.01353,0.0135,0,,,,0.042,0.002,0.002,5.28696,,,0.055,,,,,,,,,,2014,23/01/2023,,,,,,,2454968.849,,,,,,,,,,,,0.06,0.06,0.06,,,,0.19,0.7,0.7,792,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-82.05, 2MASS J18455585+4712289 b, K00082.05, KIC 10187017 b, KOI-82 b, WISE J184555.80+471228.4  b",,Kepler-102,281.482749,47.208031,11.492,11.15,9.984,9.446,9.351,108.13,0.22,0.22,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4909,41,41,,,"KOI-82, KIC 10187017, 2MASS J18455585+4712289, WISE J184555.80+471228.4",
Kepler-102,Kepler-102 c,Confirmed,0.00944,0.00944,0,0.009,inf,nan,0.052,0.002,0.002,7.07142,,,0.067,,,,,,,,,,2014,12/04/2021,,,,,,,2454972.985,,,,,,,,,,,,0.06,0.05,0.05,,,,-1,0.6,0.6,718,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KOI-82.04, 2MASS J18455585+4712289 c, K00082.04, KIC 10187017 c, KOI-82 c, WISE J184555.80+471228.4  c",,Kepler-102,281.482749,47.208031,11.492,11.15,9.984,9.446,9.351,108.13,0.22,0.22,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4909,41,41,,,"KOI-82, KIC 10187017, 2MASS J18455585+4712289, WISE J184555.80+471228.4",
Kepler-102,Kepler-102 d,Confirmed,0.012,0.006,0.006,,,,0.105,0.004,0.004,10.3117,,,,,,,,,,,,,2014,05/02/2021,,,,2454972.988,0.0032,0.0032,2454967.079,,,,,,,,,,,,0.22,0.05,0.05,,,,1.37,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-82.02, 2MASS J18455585+4712289 d, K00082.02, KIC 10187017 d, KOI-82 d, WISE J184555.80+471228.4  d",,Kepler-102,281.482749,47.208031,11.492,11.15,9.984,9.446,9.351,108.13,0.22,0.22,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4909,41,41,,,"KOI-82, KIC 10187017, 2MASS J18455585+4712289, WISE J184555.80+471228.4",
Kepler-102,Kepler-102 e,Confirmed,0.028,0.006,0.006,,,,0.198,0.006,0.006,16.1457,,,0.117,0.003,0.003,0,0,0.4,89.56,0.64,0.44,,2013,05/02/2021,360,235,0,,,,2454967.754,,,,,,,,,,,,0.3,0.03,0.03,,,,2.77,0.6,0.6,579,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-82.01, 2MASS J18455585+4712289 e, K00082.01, KIC 10187017 e, KOI-82 e, WISE J184555.80+471228.4  e",,Kepler-102,281.482749,47.208031,11.492,11.15,9.984,9.446,9.351,108.13,0.22,0.22,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4909,41,41,,,"KOI-82, KIC 10187017, 2MASS J18455585+4712289, WISE J184555.80+471228.4",
Kepler-102,Kepler-102 f,Confirmed,0.01636,0.01636,0,,,,0.079,0.003,0.003,27.4536,,,0.165,,,,,,,,,,2014,12/04/2021,,,,,,,2454978.026,,,,,,,,,,,,0.57,0.03,0.03,,,,2.11,0.8,0.8,457,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-82.03, 2MASS J18455585+4712289 f, K00082.03, KIC 10187017 f, KOI-82 f, WISE J184555.80+471228.4  f",,Kepler-102,281.482749,47.208031,11.492,11.15,9.984,9.446,9.351,108.13,0.22,0.22,0.18,0.47,0.42,0.81,0.09,0.04,0.76,0.07,0.07,,1.41,,,4909,41,41,,,"KOI-82, KIC 10187017, 2MASS J18455585+4712289, WISE J184555.80+471228.4",
Kepler-104,Kepler-104 b,Confirmed,0.0167,0.0167,0,,,,0.277,0.047,0.047,11.427548,1.50E-05,1.50E-05,0.094,,,,,,,,,,2014,31/08/2022,,,,,,,2454970.613,0.00077,0.00077,,,,,,,,,,0.45,0.21,0.21,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19102510+4210004 b, K00111.01, KIC 6678383 b, KOI-111 b, KOI-111.01, Kepler-104 A b, WISE J191025.11+420959.7  b",,Kepler-104,287.604612,42.166779,,,11.558,11.251,11.209,405.42,4.5,4.5,-0.777,,,0.81,,,1.35,0.22,0.22,,,,,5711,74,74,,,"2MASS J19102510+4210004, KIC 6678383, KOI-111, Kepler-104 A, WISE J191025.11+420959.7",
Kepler-104,Kepler-104 c,Confirmed,0.0242,0.0242,0,,,,0.279,0.049,0.049,23.668205,5.60E-05,5.60E-05,0.153,,,,,,,,,,2014,31/08/2022,,,,,,,2454965.716,0.00134,0.00134,,,,,,,,,,0.77,0.29,0.29,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19102510+4210004 c, K00111.02, KIC 6678383 c, KOI-111 c, KOI-111.02, Kepler-104 A c, WISE J191025.11+420959.7  c",,Kepler-104,287.604612,42.166779,,,11.558,11.251,11.209,405.42,4.5,4.5,-0.777,,,0.81,,,1.35,0.22,0.22,,,,,5711,74,74,,,"2MASS J19102510+4210004, KIC 6678383, KOI-111, Kepler-104 A, WISE J191025.11+420959.7",
Kepler-104,Kepler-104 d,Confirmed,0.0311,0.0311,0,,,,0.319,0.054,0.054,51.755394,0.00016,0.00016,0.257,,,,,,,,,,2014,31/08/2022,,,,,,,2455104.086,0.00164,0.00164,,,,,,,,,,0.76,0.27,0.27,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19102510+4210004 d, K00111.03, KIC 6678383 d, KOI-111 d, KOI-111.03, Kepler-104 A d, WISE J191025.11+420959.7  d",,Kepler-104,287.604612,42.166779,,,11.558,11.251,11.209,405.42,4.5,4.5,-0.777,,,0.81,,,1.35,0.22,0.22,,,,,5711,74,74,,,"2MASS J19102510+4210004, KIC 6678383, KOI-111, Kepler-104 A, WISE J191025.11+420959.7",
Kepler-106,Kepler-106 b,Confirmed,0.01668,,,0.00047,0.0088,0.0088,0.073,0.01,0.01,6.16486,,,,,,,,,,,,,2014,05/02/2021,,,,,,,2454968.64,,,,,,,,,,,,0.39,0.15,0.15,,,,0.05,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J20032735+4420151 b, K00116.03, KIC 8395660 b, KOI-116 b, KOI-116.03, WISE J200327.36+442015.2  b",,Kepler-106,300.863971,44.337555,12.882,12.706,11.752,11.494,11.431,449.98,6.13,6.13,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KOI-116, KIC 8395660, 2MASS J20032735+4420151, WISE J200327.36+442015.2",
Kepler-106,Kepler-106 c,Confirmed,0.033,0.01,0.01,,,,0.223,0.029,0.029,13.5708,,,,,,,,,,,,,2014,05/02/2021,,,,,,,2454969.278,,,,,,,,,,,,0.69,0.03,0.03,,,,2.71,0.08,0.08,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J20032735+4420151 c, K00116.01, KIC 8395660 c, KOI-116 c, KOI-116.01, WISE J200327.36+442015.2  c",,Kepler-106,300.863971,44.337555,12.882,12.706,11.752,11.494,11.431,449.98,6.13,6.13,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KOI-116, KIC 8395660, 2MASS J20032735+4420151, WISE J200327.36+442015.2",
Kepler-106,Kepler-106 d,Confirmed,0.02549,,,,,,0.085,0.012,0.012,23.9802,,,,,,,,,,,,,2014,05/02/2021,,,,,,,2454980.533,,,,,,,,,,,,0.45,0.11,0.11,,,,-2.84,0.9,0.9,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J20032735+4420151 d, K00116.04, KIC 8395660 d, KOI-116 d, KOI-116.04, WISE J200327.36+442015.2  d",,Kepler-106,300.863971,44.337555,12.882,12.706,11.752,11.494,11.431,449.98,6.13,6.13,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KOI-116, KIC 8395660, 2MASS J20032735+4420151, WISE J200327.36+442015.2",
Kepler-106,Kepler-106 e,Confirmed,0.035,0.018,0.018,0.03514,0.018,0.018,0.228,0.029,0.029,43.8445,,,,,,,,,,,,,2014,05/02/2021,,,,,,,2454984.934,,,,,,,,,,,,0.28,0.13,0.13,,,,1.95,1,1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J20032735+4420151 e, K00116.02, KIC 8395660 e, KOI-116 e, KOI-116.02, WISE J200327.36+442015.2  e",,Kepler-106,300.863971,44.337555,12.882,12.706,11.752,11.494,11.431,449.98,6.13,6.13,-0.12,0.11,0.11,1,0.06,0.06,1.04,0.17,0.17,,4.83,,,5858,114,114,,,"KOI-116, KIC 8395660, 2MASS J20032735+4420151, WISE J200327.36+442015.2",
Kepler-107,Kepler-107 b,Confirmed,0.01104,0.00478,0.00478,,,,0.137,0.002,0.002,3.1800218,2.90E-06,2.90E-06,0.04544,0.00035,0.00035,0,,,89.05,0.67,0.67,,2014,05/02/2021,,,,,,,2455701.084,0.00037,0.00037,2455701.084,0.00037,0.00037,,,,,,,0.11,0.08,0.08,,,,1.32,0.57,0.57,1593,19,19,,,,,,,Announced on a website,Primary Transit,Radial Velocity,Primary Transit,"KOI-117.03, 2MASS J19480677+4812309 b, K00117.03, KIC 10875245 b, KOI-117 b, WISE J194806.77+481230.9  b",,Kepler-107,297.028248,48.208611,,,11.392,11.114,11.06,525.5,5.5,5.5,0.321,0.065,0.065,1.24,0.03,0.03,1.45,0.01,0.01,,4.29,-0.56,0.7,5854,61,61,,,"2MASS J19480677+4812309, KIC 10875245, KOI-117, WISE J194806.77+481230.9",
Kepler-107,Kepler-107 c,Confirmed,0.02954,0.00557,0.00557,,,,0.142,0.002,0.002,4.901452,1.00E-05,1.00E-05,0.06064,0.00047,0.00047,0,0,0,89.49,0.44,0.34,,2014,05/02/2021,,,,,,,2455697.018,0.00079,0.00079,2455697.018,0.00079,0.00079,,,,,,,0.08,0.05,0.07,,,,3.06,0.57,0.57,1379,17,17,,,,,,,Announced on a website,Primary Transit,Radial Velocity,Primary Transit,"KOI-117.02, 2MASS J19480677+4812309 c, K00117.02, KIC 10875245 c, KOI-117 c, WISE J194806.77+481230.9  c",,Kepler-107,297.028248,48.208611,,,11.392,11.114,11.06,525.5,5.5,5.5,0.321,0.065,0.065,1.24,0.03,0.03,1.45,0.01,0.01,,4.29,-0.56,0.7,5854,61,61,,,"2MASS J19480677+4812309, KIC 10875245, KOI-117, WISE J194806.77+481230.9",
Kepler-107,Kepler-107 d,Confirmed,0.01196,,,,,,0.077,0.005,0.005,7.95839,0.00012,0.00012,0.08377,0.00065,0.00065,0,,,87.55,0.48,0.64,,2014,05/02/2021,,,,,,,2455702.955,0.006,0.006,,,,,,,,,,0.53,0.14,0.1,,,,1.06,0,1.06,1173,14,14,,,,,,,Announced on a website,Primary Transit,Radial Velocity,Primary Transit,"KOI-117.04, 2MASS J19480677+4812309 d, K00117.04, KIC 10875245 d, KOI-117 d, WISE J194806.77+481230.9  d",,Kepler-107,297.028248,48.208611,,,11.392,11.114,11.06,525.5,5.5,5.5,0.321,0.065,0.065,1.24,0.03,0.03,1.45,0.01,0.01,,4.29,-0.56,0.7,5854,61,61,,,"2MASS J19480677+4812309, KIC 10875245, KOI-117, WISE J194806.77+481230.9",
Kepler-107,Kepler-107 e,Confirmed,0.02706,0.01133,0.01133,,,,0.259,0.003,0.003,14.749143,1.90E-05,1.90E-05,0.12639,0.00099,0.00099,0,,,89.67,0.22,0.22,,2014,05/02/2021,,,,,,,2455694.486,0.00046,0.00046,2455694.486,0.00046,0.00046,,,,,,,0.11,0.07,0.07,,,,1.95,0.82,0.82,955,12,12,,,,,,,Announced on a website,Primary Transit,Radial Velocity,Primary Transit,"KOI-117.01, 2MASS J19480677+4812309 e, K00117.01, KIC 10875245 e, KOI-117 e, WISE J194806.77+481230.9  e",,Kepler-107,297.028248,48.208611,,,11.392,11.114,11.06,525.5,5.5,5.5,0.321,0.065,0.065,1.24,0.03,0.03,1.45,0.01,0.01,,4.29,-0.56,0.7,5854,61,61,,,"2MASS J19480677+4812309, KIC 10875245, KOI-117, WISE J194806.77+481230.9",
Kepler-11,Kepler-11 b,Confirmed,0.006,0.003,0.004,,,,0.161,0.004,0.003,10.3039,0.001,0.0006,0.091,0.003,0.003,0.045,0.042,0.068,89.64,0.18,0.36,,2010,05/02/2021,,,,,,,2455589.738,0.0047,0.0026,2454971.505,0.0077,0.0077,,,,,,,0.116,0.116,0.053,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19482762+4154328 b, K00157.06, KIC 6541920 b, KOI-157 b, KOI-157.06, WISE J194827.62+415432.9  b",,Kepler-11,297.115123,41.909138,13.7,,12.548,12.237,,658.59,6.57,6.57,0,0.1,0.1,0.96,0.03,0.03,1.06,0.02,0.02,G,8.5,-1.4,1.1,5663,66,55,,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",
Kepler-11,Kepler-11 c,Confirmed,0.009,0.005,0.009,,,,0.256,0.005,0.004,13.0241,0.0008,0.0013,0.107,0.001,0.001,0.026,0.013,0.063,89.59,0.16,0.41,,2010,05/02/2021,,,,,,,2455583.349,0.0019,0.0014,2454971.175,0.0031,0.0031,,,,,,,0.156,0.156,0.059,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19482762+4154328 c, K00157.01, KIC 6541920 c, KOI-157 c, KOI-157.01, WISE J194827.62+415432.9  c",,Kepler-11,297.115123,41.909138,13.7,,12.548,12.237,,658.59,6.57,6.57,0,0.1,0.1,0.96,0.03,0.03,1.06,0.02,0.02,G,8.5,-1.4,1.1,5663,66,55,,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",
Kepler-11,Kepler-11 d,Confirmed,0.023,0.005,0.003,,,,0.278,0.006,0.005,22.6845,0.0009,0.0009,0.155,0.001,0.001,0.004,0.002,0.007,89.67,0.16,0.13,,2010,05/02/2021,,,,,,,2455594.007,0.0014,0.0022,2454981.455,0.0044,0.0044,,,,,,,0.181,0.084,0.074,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19482762+4154328 d, K00157.02, KIC 6541920 d, KOI-157 d, KOI-157.02, WISE J194827.62+415432.9  d",,Kepler-11,297.115123,41.909138,13.7,,12.548,12.237,,658.59,6.57,6.57,0,0.1,0.1,0.96,0.03,0.03,1.06,0.02,0.02,G,8.5,-1.4,1.1,5663,66,55,,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",
Kepler-11,Kepler-11 e,Confirmed,0.025,0.007,0.005,,,,0.374,0.008,0.006,31.9996,0.0012,0.0008,0.195,0.002,0.002,0.012,0.006,0.006,88.89,0.02,0.02,,2010,05/02/2021,,,,,,,2455595.076,0.0009,0.0015,2454987.159,0.0037,0.0037,,,,,,,0.763,0.008,0.008,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19482762+4154328 e, K00157.03, KIC 6541920 e, KOI-157 e, KOI-157.03, WISE J194827.62+415432.9  e",,Kepler-11,297.115123,41.909138,13.7,,12.548,12.237,,658.59,6.57,6.57,0,0.1,0.1,0.96,0.03,0.03,1.06,0.02,0.02,G,8.5,-1.4,1.1,5663,66,55,,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",
Kepler-11,Kepler-11 f,Confirmed,0.006,0.003,0.003,,,,0.222,0.006,0.004,46.6888,0.0032,0.0027,0.25,0.009,0.009,0.013,0.009,0.011,89.47,0.04,0.04,,2010,05/02/2021,,,,,,,2455618.271,0.0038,0.0041,2454964.649,0.0059,0.0059,,,,,,,0.463,0.032,0.03,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19482762+4154328 f, K00157.04, KIC 6541920 f, KOI-157 f, KOI-157.04, WISE J194827.62+415432.9  f",,Kepler-11,297.115123,41.909138,13.7,,12.548,12.237,,658.59,6.57,6.57,0,0.1,0.1,0.96,0.03,0.03,1.06,0.02,0.02,G,8.5,-1.4,1.1,5663,66,55,,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",
Kepler-11,Kepler-11 g,Confirmed,0.079,,,,,,0.297,0.007,0.005,118.3807,0.0006,0.001,0.466,0.004,0.004,0.15,,,89.87,0.06,0.05,,2010,05/02/2021,,,,,,,2455593.802,0.0021,0.003,2455120.29,0.0022,0.0022,,,,,,,0.217,0.087,0.092,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19482762+4154328 g, K00157.05, KIC 6541920 g, KOI-157 g, KOI-157.05, WISE J194827.62+415432.9  g",,Kepler-11,297.115123,41.909138,13.7,,12.548,12.237,,658.59,6.57,6.57,0,0.1,0.1,0.96,0.03,0.03,1.06,0.02,0.02,G,8.5,-1.4,1.1,5663,66,55,,,"2MASS J19482762+4154328, KIC 6541920, KOI-157, WISE J194827.62+415432.9",
Kepler-114,Kepler-114 b,Confirmed,0.022,0.01,0.01,,,,0.112,0.012,0.012,5.188549,1.20E-05,1.20E-05,0.053,,,,,,87.66,,,,2014,05/02/2021,,,,,,,2454978.363,0.0014,0.0014,2454978.364,,,,,,,,,0.69,0.31,0.31,,,,,,,722,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19362914+4820582 b, K00156.02, KIC 10925104 b, KOI-156 b, KOI-156.02, WISE J193629.11+482058.9  b",,Kepler-114,294.121421,48.349525,13.7,,12.035,11.469,,261.49,1.32,1.32,-0.003,,,0.71,0.2,0.15,0.67,0.04,0.04,M0 V,,,,4605,100,100,,,"2MASS J19362914+4820582, KIC 10925104, KOI-156, WISE J193629.11+482058.9",
Kepler-114,Kepler-114 c,Confirmed,0.009,0.002,0.002,,,,0.143,0.016,0.016,8.041,,,0.07,,,,,,88.24,,,,2013,05/02/2021,,,,,,,,,,2454976.039,0.0015,0.0015,,,,,,,,,,,,,,,,623,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19362914+4820582 c, K00156.01, KIC 10925104 c, KOI-156 c, KOI-156.01, WISE J193629.11+482058.9  c",,Kepler-114,294.121421,48.349525,13.7,,12.035,11.469,,261.49,1.32,1.32,-0.003,,,0.71,0.2,0.15,0.67,0.04,0.04,M0 V,,,,4605,100,100,,,"2MASS J19362914+4820582, KIC 10925104, KOI-156, WISE J193629.11+482058.9",
Kepler-114,Kepler-114 d,Confirmed,0.012,0.005,0.005,,,,0.226,0.007,0.007,11.776,,,0.09,,,,,,88.24,,,,2013,05/02/2021,,,,,,,,,,2454975.704,0.00074,0.00074,,,,,,,,,,,,,,,,549,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19362914+4820582 d, K00156.03, KIC 10925104 d, KOI-156 d, KOI-156.03, WISE J193629.11+482058.9  d",,Kepler-114,294.121421,48.349525,13.7,,12.035,11.469,,261.49,1.32,1.32,-0.003,,,0.71,0.2,0.15,0.67,0.04,0.04,M0 V,,,,4605,100,100,,,"2MASS J19362914+4820582, KIC 10925104, KOI-156, WISE J193629.11+482058.9",
Kepler-138,Kepler-138 b,Confirmed,0.00021,0.00012,0.00019,,,,0.047,0.003,0.003,10.3126,0.0006,0.0004,0.0746,,,0,,,89.95,,,,2014,05/02/2021,,,,,,,2455688.414,0.0027,0.0027,2454966.516,0.00208,0.00208,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"KOI-314.03, K000314.03, KOI-314b, 2MASS J19213157+4317347 b, K00314.03, KIC 7603200 b, WISE J192131.55+431734.9  b",,Kepler-138,290.381547,43.292973,,,10.293,9.68,9.506,66.99,0.11,0.11,-0.28,0.099,0.099,0.52,0.06,0.06,0.44,0.02,0.02,M1 V,,,,3841,49,49,,,"KOI-314, 2MASS J19213157+4317347, KIC 7603200, WISE J192131.55+431734.9",
Kepler-138,Kepler-138 c,Confirmed,0.0062,0.00352,0.00602,,,,0.107,0.006,0.006,13.7813,0.0001,0.0001,,,,0.05,0.025,0.049,,,,,2014,05/02/2021,72,28,47,,,,2455686.129,0.0005,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KOI-314.01, K000314.01, KOI-314 b, KOI-314c, 2MASS J19213157+4317347 c, K00314.01, KIC 7603200 c, WISE J192131.55+431734.9  c",,Kepler-138,290.381547,43.292973,,,10.293,9.68,9.506,66.99,0.11,0.11,-0.28,0.099,0.099,0.52,0.06,0.06,0.44,0.02,0.02,M1 V,,,,3841,49,49,,,"KOI-314, 2MASS J19213157+4317347, KIC 7603200, WISE J192131.55+431734.9",
Kepler-138,Kepler-138 d,Confirmed,0.00201,0.00122,0.00212,0.00318,0.00107,0.00132,0.108,0.007,0.007,23.0881,0.0008,0.0009,,,,0.024,0.016,0.03,,,,,2014,05/02/2021,170,120,130,,,,2455696.669,0.0013,0.0013,,,,,,,,,,,,,,,,,,,431,,,,,,,,,Announced on a professional conference,Primary Transit,TTV,,"KOI-314.02, K000314.02, KOI-314 c, KOI-314d, 2MASS J19213157+4317347 d, K00314.02, KIC 7603200 d, KOI-314 d, WISE J192131.55+431734.9  d",,Kepler-138,290.381547,43.292973,,,10.293,9.68,9.506,66.99,0.11,0.11,-0.28,0.099,0.099,0.52,0.06,0.06,0.44,0.02,0.02,M1 V,,,,3841,49,49,,,"KOI-314, 2MASS J19213157+4317347, KIC 7603200, WISE J192131.55+431734.9",
Kepler-138,Kepler-138 e,Confirmed,0.00135,0.0003,0.00066,,,,,,,4,,,,,,,,,,,,,2022,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Kepler-138,290.381547,43.292973,,,10.293,9.68,9.506,66.99,0.11,0.11,-0.28,0.099,0.099,0.52,0.06,0.06,0.44,0.02,0.02,M1 V,,,,3841,49,49,,,"KOI-314, 2MASS J19213157+4317347, KIC 7603200, WISE J192131.55+431734.9",
Kepler-18,Kepler-18 b,Confirmed,0.022,0.011,0.011,,,,0.178,0.009,0.009,3.504725,2.80E-05,2.80E-05,0.0447,0.0006,0.0006,0,,,84.92,0.26,0.26,,2011,05/02/2021,,,,,,,2454966.507,0.0021,0.0021,2454966.507,0.0021,0.0021,,,,,,,0.771,0.025,0.025,,,,5.2,2.4,2.4,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19521906+4444467 b, GSC 03149-02089 b, K00137.03, KIC 8644288 b, KOI-137 b, KOI-137.03, WISE J195219.06+444446.6  b",,Kepler-18,298.079439,44.746321,14,,12.189,11.873,,438.51,3.24,3.24,0.19,0.06,0.06,0.97,0.04,0.04,1.11,0.05,0.05,,10,2.3,2.3,5345,100,100,,,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6",
Kepler-18,Kepler-18 c,Confirmed,0.054,0.006,0.006,,,,0.49,0.023,0.023,7.64159,3.00E-05,3.00E-05,0.0752,0.0011,0.0011,0,,,87.68,0.22,0.22,,2011,05/02/2021,,,,,,,2455167.088,0.0023,0.0023,2455167.088,0.0023,0.0023,,,,,,,0.593,0.05,0.05,,,,5.1,1.9,1.9,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J19521906+4444467 c, GSC 03149-02089 c, K00137.01, KIC 8644288 c, KOI-137 c, KOI-137.01, WISE J195219.06+444446.6  c",,Kepler-18,298.079439,44.746321,14,,12.189,11.873,,438.51,3.24,3.24,0.19,0.06,0.06,0.97,0.04,0.04,1.11,0.05,0.05,,10,2.3,2.3,5345,100,100,,,"2MASS J19521906+4444467, GSC 03149-02089, KIC 8644288, KOI-137, WISE J195219.06+444446.6",
